drug,brandNameDrug,medicalDrugName
Remeron (Mirtazapine),Remeron,Mirtazapine
Remeron (Mirtazapine),Remeron,Mirtazapine
Remeron SolTab (Mirtazapine),Remeron,Mirtazapine
Remeron SolTab (Mirtazapine),Remeron,Mirtazapine
Remicade (Infliximab),Remicade,Infliximab
Remicade (Infliximab),Remicade,Infliximab
Remifentanil (Ultiva),Remifentanil,Ultiva
Remifentanil (Ultiva),Remifentanil,Ultiva
Remodulin (Treprostinil Sodium),Remodulin,Treprostinil
Remodulin (Treprostinil Sodium),Remodulin,Treprostinil
"Renacidin (Citric Acid, Glucono-Delta-Lactone and Magnesium Carbonate Irrigation)",Renacidin,Citric
Renagel (Sevelamer Hcl),Renagel,Sevelamer
Renagel (Sevelamer Hcl),Renagel,Sevelamer
Renese (Polythiazide),Renese,Polythiazide
Renova (Tretinoin Emollient Cream 0.05%),Renova,Tretinoin
Renova (Tretinoin Emollient Cream 0.05%),Renova,Tretinoin
Renova 0.02% (Tretinoin Cream),Renova,Tretinoin
Renova 0.02% (Tretinoin Cream),Renova,Tretinoin
Renvela (Sevelamer Carbonate),Renvela,Sevelamer
Renvela (Sevelamer Carbonate),Renvela,Sevelamer
ReoPro (Abciximab),ReoPro,Abciximab
Repaglinide (Prandin),Repaglinide,Prandin
Repaglinide (Prandin),Repaglinide,Prandin
Repaglinide and Metformin HCl Tablets (Prandimet),Repaglinide,Prandimet
Repaglinide and Metformin HCl Tablets (Prandimet),Repaglinide,Prandimet
"Repatha (Evolocumab Injection, for Subcutaneous Injection)",Repatha,Evolocumab
Repository Corticotropin Injection (H.P. Acthar Gel),Repository,H
Repository Corticotropin Injection (H.P. Acthar Gel),Repository,H
Repronex (Menotropins for Injection),Repronex,Menotropins
Repronex (Menotropins for Injection),Repronex,Menotropins
Requip (Ropinirole Hcl),Requip,Ropinirole
Requip (Ropinirole Hcl),Requip,Ropinirole
Requip XL (Ropinirole Extended Release Tablets),Requip,Ropinirole
Requip XL (Ropinirole Extended Release Tablets),Requip,Ropinirole
Rescriptor (Delavirdine Mesylate),Rescriptor,Delavirdine
Rescriptor (Delavirdine Mesylate),Rescriptor,Delavirdine
Rescula (Unoprostone isopropyl),Rescula,Unoprostone
Reslizumab Intravenous Infusion (Cinqair),Reslizumab,Cinqair
Restasis (Cyclosporine),Restasis,Cyclosporine
Restasis (Cyclosporine),Restasis,Cyclosporine
Restoril (Temazepam),Restoril,Temazepam
Restoril (Temazepam),Restoril,Temazepam
Restylane (Hyaluronic Acid Dermal Filler Gel),Restylane,Hyaluronic
Restylane Silk (Lidocaine 0.3% Injectable Gel),Restylane,Lidocaine
Restylane-L (Hyaluronic Acid Dermal Filler Injectable Gel with 0.3% Lidocaine),Restylane-L,Hyaluronic
Retapamulin (Altabax),Retapamulin,Altabax
Retapamulin (Altabax),Retapamulin,Altabax
Retavase (Reteplase),Retavase,Reteplase
Retavase (Reteplase),Retavase,Reteplase
Reteplase (Retavase),Reteplase,Retavase
Reteplase (Retavase),Reteplase,Retavase
Retin-A (Tretinoin),Retin-A,Tretinoin
Retin-A (Tretinoin),Retin-A,Tretinoin
Retin-A Micro (Tretinoin Gel),Retin-A,Tretinoin
Retin-A Micro (Tretinoin Gel),Retin-A,Tretinoin
Retisert (Fluocinolone Acetonide Intravitreal Implant),Retisert,Fluocinolone
Retisert (Fluocinolone Acetonide Intravitreal Implant),Retisert,Fluocinolone
Retrovir (Zidovudine),Retrovir,Zidovudine
Retrovir (Zidovudine),Retrovir,Zidovudine
Retrovir IV (Zidovudine Injection),Retrovir,Zidovudine
Retrovir IV (Zidovudine Injection),Retrovir,Zidovudine
Revatio (Sildenafil Citrate),Revatio,Sildenafil
Revatio (Sildenafil Citrate),Revatio,Sildenafil
Revex (Nalmefene Hydrochloride),Revex,Nalmefene
Revia (Naltrexone),Revia,Naltrexone
Revia (Naltrexone),Revia,Naltrexone
Revlimid (Lenalidomide),Revlimid,Lenalidomide
Revlimid (Lenalidomide),Revlimid,Lenalidomide
Revonto  (Revonto Dantroene Sodium Injection),Revonto,Revonto
Revonto Dantroene Sodium Injection (Revonto ),Revonto,Revonto
Rexulti (Brexpiprazole Tablets),Rexulti,Brexpiprazole
Reyataz (Atazanavir Sulfate),Reyataz,Atazanavir
Reyataz (Atazanavir Sulfate),Reyataz,Atazanavir
Rezira (Hydrocodone Bitartrate and Pseudoephedrine Hydrochloride),Rezira,Hydrocodone
Rezulin (Troglitazone (removed from the US market 3/21/00)),Rezulin,Troglitazone
Rheumatrex (Methotrexate Tablets),Rheumatrex,Methotrexate
Rheumatrex (Methotrexate Tablets),Rheumatrex,Methotrexate
Rhinocort Aqua (Budesonide),Rhinocort,Budesonide
Rhinocort Aqua (Budesonide),Rhinocort,Budesonide
Rho(D) Immune Globulin (Human) (Rhogam),Rho,D
Rho(D) Immune Globulin (Human) (Rhogam),Rho,D
Rho(D) Immune Globulin (Human) (Rhogam Ultra-Filtered Plus),Rho,D
Rho(D) Immune Globulin (Human) (Rhogam Ultra-Filtered Plus),Rho,D
Rho(D) Immune Globulin (Human) for Injection (HyperRHO Full Dose),Rho,D
Rho(D) Immune Globulin (Human) Intramuscular Administration (HyperRHO Mini-Dose),Rho,D
Rhogam (Rho(D) Immune Globulin (Human)),Rhogam,Rho
Rhogam (Rho(D) Immune Globulin (Human)),Rhogam,Rho
Rhogam Ultra-Filtered Plus (Rho(D) Immune Globulin (Human)),Rhogam,Rho
Rhogam Ultra-Filtered Plus (Rho(D) Immune Globulin (Human)),Rhogam,Rho
Rhophylac (Immune Globulin Intravenous (Human) solution),Rhophylac,Immune
Rhophylac (Immune Globulin Intravenous (Human) solution),Rhophylac,Immune
RiaSTAP (Fibrinogen Concentrate (Human) For Intravenous Use),RiaSTAP,Fibrinogen
RiaSTAP (Fibrinogen Concentrate (Human) For Intravenous Use),RiaSTAP,Fibrinogen
Ribavirin (Copegus),Ribavirin,Copegus
Ribavirin (Copegus),Ribavirin,Copegus
Ribavirin (Rebetol),Ribavirin,Rebetol
Ribavirin (Rebetol),Ribavirin,Rebetol
Ribavirin (Virazole),Ribavirin,Virazole
"Ribavirin, Interferon Alfa-2b, Recombinant (Intron A - Rebetol)",Ribavirin,Intron
Riboflavin 5’-Phosphate in 20% Dextran Ophthalmic Solution (Photrexa Viscous),Riboflavin,Photrexa
Ridaura (auranofin),Ridaura,auranofin
Rifabutin (Mycobutin),Rifabutin,Mycobutin
Rifabutin (Mycobutin),Rifabutin,Mycobutin
Rifadin (Rifampin),Rifadin,Rifampin
Rifadin (Rifampin),Rifadin,Rifampin
Rifamate (Rifampin and Isoniazid),Rifamate,Rifampin
Rifamate (Rifampin and Isoniazid),Rifamate,Rifampin
Rifampin (Rifadin),Rifampin,Rifadin
Rifampin (Rifadin),Rifampin,Rifadin
Rifampin and Isoniazid (Rifamate),Rifampin,Rifamate
Rifampin and Isoniazid (Rifamate),Rifampin,Rifamate
"Rifampin, Isoniazid and Pyrazinamide (Rifater)",Rifampin,Rifater
"Rifampin, Isoniazid and Pyrazinamide (Rifater)",Rifampin,Rifater
Rifapentine (Priftin),Rifapentine,Priftin
Rifapentine (Priftin),Rifapentine,Priftin
"Rifater (Rifampin, Isoniazid and Pyrazinamide)",Rifater,Rifampin
"Rifater (Rifampin, Isoniazid and Pyrazinamide)",Rifater,Rifampin
Rifaximin (Xifaxan),Rifaximin,Xifaxan
Rifaximin (Xifaxan),Rifaximin,Xifaxan
Rilonacept (Arcalyst),Rilonacept,Arcalyst
Rilonacept (Arcalyst),Rilonacept,Arcalyst
Rilpivirine Tablets (Edurant),Rilpivirine,Edurant
Rilpivirine Tablets (Edurant),Rilpivirine,Edurant
Rilutek (Riluzole),Rilutek,Riluzole
Rilutek (Riluzole),Rilutek,Riluzole
Riluzole (Rilutek),Riluzole,Rilutek
Riluzole (Rilutek),Riluzole,Rilutek
Rimantadine (Flumadine),Rimantadine,Flumadine
Rimantadine (Flumadine),Rimantadine,Flumadine
Rimexolone (Vexol),Rimexolone,Vexol
Rimexolone (Vexol),Rimexolone,Vexol
Rimso-50 (DMSO),Rimso-50,DMSO
Rimso-50 (DMSO),Rimso-50,DMSO
Ringer's and 5% Dextrose Injection (Ringers in Dextrose),Ringer,Ringers
Ringers in Dextrose (Ringer's and 5% Dextrose Injection),Ringers,Ringer
Riociguat Tablets (Adempas),Riociguat,Adempas
Riomet (Metformin Hcl),Riomet,Metformin
Riomet (Metformin Hcl),Riomet,Metformin
Risedronate Sodium (Actonel),Risedronate,Actonel
Risedronate Sodium (Actonel),Risedronate,Actonel
Risedronate Sodium Delayed-Release Tablets (Atelvia),Risedronate,Atelvia
Risedronate Sodium Delayed-Release Tablets (Atelvia),Risedronate,Atelvia
Risedronate Sodium with Calcium Carbonate (Actonel with Calcium),Risedronate,Actonel
Risedronate Sodium with Calcium Carbonate (Actonel with Calcium),Risedronate,Actonel
Risperdal (Risperidone),Risperdal,Risperidone
Risperdal (Risperidone),Risperdal,Risperidone
Risperdal Consta (Risperidone),Risperdal,Risperidone
Risperidone (Risperdal),Risperidone,Risperdal
Risperidone (Risperdal),Risperidone,Risperdal
Risperidone (Risperdal Consta),Risperidone,Risperdal
Ritalin (Methylphenidate Hcl),Ritalin,Methylphenidate
Ritalin (Methylphenidate Hcl),Ritalin,Methylphenidate
Ritalin LA (Methylphenidate Hydrochloride Extended-Release Capsules),Ritalin,Methylphenidate
Ritalin LA (Methylphenidate Hydrochloride Extended-Release Capsules),Ritalin,Methylphenidate
"Ritonavir Capsules, Oral Solution (Norvir)",Ritonavir,Norvir
"Ritonavir Capsules, Oral Solution (Norvir)",Ritonavir,Norvir
Rituxan (Rituximab),Rituxan,Rituximab
Rituxan (Rituximab),Rituxan,Rituximab
Rituximab (Rituxan),Rituximab,Rituxan
Rituximab (Rituxan),Rituximab,Rituxan
Rivaroxaban Film-Coated Oral Tablets (Xarelto),Rivaroxaban,Xarelto
Rivaroxaban Film-Coated Oral Tablets (Xarelto),Rivaroxaban,Xarelto
Rivastigmine Tartrate (Exelon),Rivastigmine,Exelon
Rivastigmine Tartrate (Exelon),Rivastigmine,Exelon
Rivastigmine Transdermal System (Exelon Patch),Rivastigmine,Exelon
Rivastigmine Transdermal System (Exelon Patch),Rivastigmine,Exelon
Rixubis (Coagulation Factor IX (Recombinant) for Intramuscular Injection),Rixubis,Coagulation
Rizatriptan Benzoate (Maxalt),Rizatriptan,Maxalt
Rizatriptan Benzoate (Maxalt),Rizatriptan,Maxalt
Robaxin (Methocarbamol),Robaxin,Methocarbamol
Robaxin (Methocarbamol),Robaxin,Methocarbamol
Robaxisal (Methocarbamol and Aspirin),Robaxisal,Methocarbamol
Robinul (Glycopyrrolate),Robinul,Glycopyrrolate
Robinul (Glycopyrrolate),Robinul,Glycopyrrolate
Robitussin Ac (Guaifenesin and Codeine),Robitussin,Guaifenesin
Robitussin Ac (Guaifenesin and Codeine),Robitussin,Guaifenesin
Rocaltrol (Calcitriol),Rocaltrol,Calcitriol
Rocaltrol (Calcitriol),Rocaltrol,Calcitriol
Rocephin (Ceftriaxone),Rocephin,Ceftriaxone
Rocephin (Ceftriaxone),Rocephin,Ceftriaxone
Rocuronium Bromide Injection (Zemuron),Rocuronium,Zemuron
Rocuronium Bromide Injection (Zemuron),Rocuronium,Zemuron
Rofecoxib (Vioxx),Rofecoxib,Vioxx
"Roferon-A (Interferon alfa-2a, Recombinant)",Roferon-A,Interferon
roflumilast (Daliresp),roflumilast,Daliresp
roflumilast (Daliresp),roflumilast,Daliresp
Rolapitant Tablets (Varubi),Rolapitant,Varubi
Romazicon (Flumazenil),Romazicon,Flumazenil
Romazicon (Flumazenil),Romazicon,Flumazenil
Romidepsin for Injection (Istodax),Romidepsin,Istodax
Romidepsin for Injection (Istodax),Romidepsin,Istodax
Romiplostim (Nplate),Romiplostim,Nplate
Romiplostim (Nplate),Romiplostim,Nplate
Rondec (Carbinoxamine Maleate and Pseudoephedrine HCl),Rondec,Carbinoxamine
Ropinirole Extended Release Tablets (Requip XL),Ropinirole,Requip
Ropinirole Extended Release Tablets (Requip XL),Ropinirole,Requip
Ropinirole Hcl (Requip),Ropinirole,Requip
Ropinirole Hcl (Requip),Ropinirole,Requip
Ropivacaine Hcl (Naropin),Ropivacaine,Naropin
Ropivacaine Hcl (Naropin),Ropivacaine,Naropin
Rosanil (Sodium Sulfacetamide and Sulfur Cleanser),Rosanil,Sodium
Rosanil (Sodium Sulfacetamide and Sulfur Cleanser),Rosanil,Sodium
Rosiglitazone Maleate (Avandia),Rosiglitazone,Avandia
Rosiglitazone Maleate (Avandia),Rosiglitazone,Avandia
Rosiglitazone Maleate and Glimepiride (Avandaryl),Rosiglitazone,Avandaryl
Rosiglitazone Maleate and Glimepiride (Avandaryl),Rosiglitazone,Avandaryl
Rosiglitazone Maleate and Metformin HCl (Avandamet),Rosiglitazone,Avandamet
Rosiglitazone Maleate and Metformin HCl (Avandamet),Rosiglitazone,Avandamet
Rosula (Sodium Sulfacetamide 10% and Sulfur 4%),Rosula,Sodium
Rosuvastatin Calcium (Crestor),Rosuvastatin,Crestor
Rosuvastatin Calcium (Crestor),Rosuvastatin,Crestor
"Rotarix (Rotavirus Vaccine, Live, Oral Suspension)",Rotarix,Rotavirus
"Rotarix (Rotavirus Vaccine, Live, Oral Suspension)",Rotarix,Rotavirus
"RotaTeq (Rotavirus Vaccine, Live, Oral, Pentavalent)",RotaTeq,Rotavirus
"RotaTeq (Rotavirus Vaccine, Live, Oral, Pentavalent)",RotaTeq,Rotavirus
"Rotavirus Vaccine, Live, Oral Suspension (Rotarix)",Rotavirus,Rotarix
"Rotavirus Vaccine, Live, Oral Suspension (Rotarix)",Rotavirus,Rotarix
"Rotavirus Vaccine, Live, Oral, Pentavalent (RotaTeq)",Rotavirus,RotaTeq
"Rotavirus Vaccine, Live, Oral, Pentavalent (RotaTeq)",Rotavirus,RotaTeq
Rotigotine Transdermal System (Neupro),Rotigotine,Neupro
Rowasa (Mesalamine Rectal Suspension Enema),Rowasa,Mesalamine
Rowasa (Mesalamine Rectal Suspension Enema),Rowasa,Mesalamine
Roxanol (Morphine Sulfate),Roxanol,Morphine
Roxanol (Morphine Sulfate),Roxanol,Morphine
Roxicet (Oxycodone and Acetaminophen ),Roxicet,Oxycodone
Roxicet (Oxycodone and Acetaminophen ),Roxicet,Oxycodone
Roxicodone (Oxycodone Hydrochloride),Roxicodone,Oxycodone
Roxicodone (Oxycodone Hydrochloride),Roxicodone,Oxycodone
"Roxicodone 15, 30 mg (Oxycodone Hydrochloride )",Roxicodone,Oxycodone
"Roxicodone 15, 30 mg (Oxycodone Hydrochloride )",Roxicodone,Oxycodone
Rozerem (Ramelteon),Rozerem,Ramelteon
Rozerem (Ramelteon),Rozerem,Ramelteon
Rubella and Mumps Virus Vaccine Live (Biavax),Rubella,Biavax
Rubella Virus Vaccine Live (Meruvax),Rubella,Meruvax
Rubella Virus Vaccine Live (Meruvax),Rubella,Meruvax
rubidium Rb 82 generator (Cardiogen-82),rubidium,Cardiogen-82
Rubidium Rb 82 Generator (Ruby-fill ),Rubidium,Ruby-fill
Ruby-fill  (Rubidium Rb 82 Generator),Ruby-fill,Rubidium
Ruconest (C1 Esterase Inhibitor [Recombinant] Intravenous Injection),Ruconest,C1
Rufinamide (Rufinamide Tablets),Rufinamide,Rufinamide
Rufinamide Tablets (Banzel),Rufinamide,Banzel
Rufinamide Tablets (Banzel),Rufinamide,Banzel
Rufinamide Tablets (Rufinamide),Rufinamide,Rufinamide
Ruxolitinib (Jakafi),Ruxolitinib,Jakafi
Ruxolitinib (Jakafi),Ruxolitinib,Jakafi
Ryanodex (Dantrolene Sodium Injectable Suspension),Ryanodex,Dantrolene
Rytary (Carbidopa and Levodopa Capsules),Rytary,Carbidopa
Rythmol (Propafenone),Rythmol,Propafenone
Rythmol (Propafenone),Rythmol,Propafenone
Rythmol SR (Propafenose Hydrochloride Extended Release Capsules),Rythmol,Propafenose
Rythmol SR (Propafenose Hydrochloride Extended Release Capsules),Rythmol,Propafenose
Ryzodeg (Insulin Degludec and Insulin Aspart Injection),Ryzodeg,Insulin
Ryzolt (Tramadol Hydrochloride Extended-Release Tablets),Ryzolt,Tramadol
Ryzolt (Tramadol Hydrochloride Extended-Release Tablets),Ryzolt,Tramadol
Qbrelis (Lisinopril Tablets),Qbrelis,Lisinopril
Qnasl (Beclomethasone Dipropionate Nasal Aerosol),Qnasl,Beclomethasone
Qoliana (Brimonidine Tartrate Ophthalmic Solution),Qoliana,Brimonidine
Qsymia (Phentermine and Topiramate),Qsymia,Phentermine
Qsymia (Phentermine and Topiramate),Qsymia,Phentermine
Quadracel (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine),Quadracel,Diphtheria
Quadramet (Samarium SM 153 Lexidronam),Quadramet,Samarium
"Quadrivalent Human Papillomavirus (Types 6, 11, 16, 18) Recombinant Vaccine (Gardasil)",Quadrivalent,Types
"Quadrivalent Human Papillomavirus (Types 6, 11, 16, 18) Recombinant Vaccine (Gardasil)",Quadrivalent,Types
Qualaquin (Quinine Sulfate Capsules),Qualaquin,Quinine
Qualaquin (Quinine Sulfate Capsules),Qualaquin,Quinine
Quazepam Tablets (Doral),Quazepam,Doral
Quazepam Tablets (Doral),Quazepam,Doral
Qudexy XR (Topiramate Extended-Release Capsules),Qudexy,Topiramate
Quelicin (Succinylcholine Chloride Injection),Quelicin,Succinylcholine
Questran (Cholestyramine),Questran,Cholestyramine
Questran (Cholestyramine),Questran,Cholestyramine
Quetiapine Fumarate (Seroquel),Quetiapine,Seroquel
Quetiapine Fumarate (Seroquel),Quetiapine,Seroquel
Quetiapine Fumarate Extended-Release Tablets (Seroquel XR),Quetiapine,Seroquel
Quetiapine Fumarate Extended-Release Tablets (Seroquel XR),Quetiapine,Seroquel
Quillichew ER (Methylphenidate Hydrochloride Extended-release Chewable Tablets),Quillichew,Methylphenidate
"Quillivant XR (Methylphenidate Hydrochloride Extended Release Oral Suspension, CII )",Quillivant,Methylphenidate
Quinapril HCl/Hydrochlorothiazide (Accuretic),Quinapril,Accuretic
Quinapril HCl/Hydrochlorothiazide (Accuretic),Quinapril,Accuretic
Quinapril Hydrochloride (Accupril),Quinapril,Accupril
Quinapril Hydrochloride (Accupril),Quinapril,Accupril
Quinidex (Quinidine),Quinidex,Quinidine
Quinidex (Quinidine),Quinidex,Quinidine
Quinidine (Quinidex),Quinidine,Quinidex
Quinidine (Quinidex),Quinidine,Quinidex
Quinidine Gluconate (Quinidine Gluconate),Quinidine,Quinidine
Quinidine Gluconate Injection (Quinidine Injection),Quinidine,Quinidine
Quinidine Injection (Quinidine Gluconate Injection),Quinidine,Quinidine
"Quinidine Sulfate (Quinidine Sulfate Tablet, Film Coated, Extended Release)",Quinidine,Quinidine
"Quinidine Sulfate Tablet, Film Coated, Extended Release (Quinidine Sulfate)",Quinidine,Quinidine
Quinine Sulfate Capsules (Qualaquin),Quinine,Qualaquin
Quinine Sulfate Capsules (Qualaquin),Quinine,Qualaquin
Quinupristin and Dalfopristin (Synercid),Quinupristin,Synercid
Quinupristin and Dalfopristin (Synercid),Quinupristin,Synercid
Quixin (Levofloxacin Ophthalmic Solution 0.5%),Quixin,Levofloxacin
Quixin (Levofloxacin Ophthalmic Solution 0.5%),Quixin,Levofloxacin
Qutenza (Capsaicin 8% Patch),Qutenza,Capsaicin
Qvar (Beclomethasone Dipropionate HFA),Qvar,Beclomethasone
Qvar (Beclomethasone Dipropionate HFA),Qvar,Beclomethasone
Zadaxin (Thymalfasin),Zadaxin,Thymalfasin
Zaditor (Ketotifen Fumarate),Zaditor,Ketotifen
Zaditor (Ketotifen Fumarate),Zaditor,Ketotifen
Zafirlukast (Accolate),Zafirlukast,Accolate
Zafirlukast (Accolate),Zafirlukast,Accolate
Zagam (Sparfloxacin),Zagam,Sparfloxacin
Zalcitabine (Hivid),Zalcitabine,Hivid
Zaleplon (Sonata),Zaleplon,Sonata
Zaleplon (Sonata),Zaleplon,Sonata
Zaltrap (Ziv-Aflibercept Injection for Intravenous Infusion),Zaltrap,Ziv-Aflibercept
Zaltrap (Ziv-Aflibercept Injection for Intravenous Infusion),Zaltrap,Ziv-Aflibercept
Zamicet (Hydrocodone Bitartrate and Acetaminophen Oral Solution),Zamicet,Hydrocodone
Zanaflex (Tizanidine),Zanaflex,Tizanidine
Zanaflex (Tizanidine),Zanaflex,Tizanidine
Zanamivir (Relenza),Zanamivir,Relenza
Zanamivir (Relenza),Zanamivir,Relenza
Zanosar (Streptozocin),Zanosar,Streptozocin
Zanosar (Streptozocin),Zanosar,Streptozocin
Zantac (Ranitidine Hcl),Zantac,Ranitidine
Zantac (Ranitidine Hcl),Zantac,Ranitidine
Zantac Injection (Ranitidine Hydrochloride Injection),Zantac,Ranitidine
Zarontin (Ethosuximide),Zarontin,Ethosuximide
Zarontin (Ethosuximide),Zarontin,Ethosuximide
Zarontin Oral Solution (Ethosuximide Oral Solution),Zarontin,Ethosuximide
Zarxio (Filgrastim-sndz Injection),Zarxio,Filgrastim-sndz
Zavesca (Miglustat),Zavesca,Miglustat
Zavesca (Miglustat),Zavesca,Miglustat
Zebeta (Bisoprolol Fumarate),Zebeta,Bisoprolol
Zebeta (Bisoprolol Fumarate),Zebeta,Bisoprolol
Zecuity (Sumatriptan Iontophoretic Transdermal System),Zecuity,Sumatriptan
"Zegerid (Omeprazole, Sodium Bicarbonate)",Zegerid,Omeprazole
"Zegerid (Omeprazole, Sodium Bicarbonate)",Zegerid,Omeprazole
Zelapar (Selegiline Hydrochloride),Zelapar,Selegiline
Zelapar (Selegiline Hydrochloride),Zelapar,Selegiline
Zelboraf (Vemurafenib),Zelboraf,Vemurafenib
Zelboraf (Vemurafenib),Zelboraf,Vemurafenib
Zelnorm (Tegaserod Maleate),Zelnorm,Tegaserod
Zemaira (Alpha-Proteinase Inhibitor (Human)),Zemaira,Alpha-Proteinase
Zemaira (Alpha-Proteinase Inhibitor (Human)),Zemaira,Alpha-Proteinase
"Zembrace-SymTouch (Sumatriptan Succinate Subcutaneous Injection, USP)",Zembrace-SymTouch,Sumatriptan
Zemplar Capsules (Paricalcitol),Zemplar,Paricalcitol
Zemplar Capsules (Paricalcitol),Zemplar,Paricalcitol
Zemplar Injection (Paricalcitol Injection Fliptop Vial),Zemplar,Paricalcitol
Zemuron (Rocuronium Bromide Injection),Zemuron,Rocuronium
Zemuron (Rocuronium Bromide Injection),Zemuron,Rocuronium
Zenapax (Daclizumab),Zenapax,Daclizumab
Zenapax (Daclizumab),Zenapax,Daclizumab
Zenatane (Isotretinoin Capsules),Zenatane,Isotretinoin
Zenate Prenatal (Vitamins Prenatal with Zinc),Zenate,Vitamins
Zenpep (Pancrelipase Delayed Release Capsules),Zenpep,Pancrelipase
Zenpep (Pancrelipase Delayed Release Capsules),Zenpep,Pancrelipase
"Zenzedi (Dextroamphetamine Sulfate Tablets, USP)",Zenzedi,Dextroamphetamine
Zepatier (Elbasvir and Grazoprevir Tablets),Zepatier,Elbasvir
Zerbaxa (Ceftolozane and Tazobactam for Injection),Zerbaxa,Ceftolozane
Zerit (Stavudine),Zerit,Stavudine
Zerit (Stavudine),Zerit,Stavudine
Zestoretic (Lisinopril and Hydrochlorothiazide),Zestoretic,Lisinopril
Zestoretic (Lisinopril and Hydrochlorothiazide),Zestoretic,Lisinopril
Zestril (Lisinopril),Zestril,Lisinopril
Zestril (Lisinopril),Zestril,Lisinopril
Zetia (Ezetimibe Tablets),Zetia,Ezetimibe
Zetia (Ezetimibe Tablets),Zetia,Ezetimibe
Zetonna (Ciclesonide),Zetonna,Ciclesonide
Zevalin (Ibritumomab Tiuxetan),Zevalin,Ibritumomab
Zevalin (Ibritumomab Tiuxetan),Zevalin,Ibritumomab
Ziac (Bisoprolol and Hydrochlorothiazide),Ziac,Bisoprolol
Ziac (Bisoprolol and Hydrochlorothiazide),Ziac,Bisoprolol
Ziagen (Abacavir Sulfate),Ziagen,Abacavir
Ziagen (Abacavir Sulfate),Ziagen,Abacavir
"Ziana Gel (Clindamycin Phosphate, Tretinoin)",Ziana,Clindamycin
"Ziana Gel (Clindamycin Phosphate, Tretinoin)",Ziana,Clindamycin
Ziconotide (Prialt),Ziconotide,Prialt
Ziconotide (Prialt),Ziconotide,Prialt
Zidovudine (Retrovir),Zidovudine,Retrovir
Zidovudine (Retrovir),Zidovudine,Retrovir
Zidovudine Injection (Retrovir IV),Zidovudine,Retrovir
Zidovudine Injection (Retrovir IV),Zidovudine,Retrovir
Zileutin (Zyflo),Zileutin,Zyflo
Zileuton Extended Release Tablets (Zyflo CR),Zileuton,Zyflo
Zileuton Extended Release Tablets (Zyflo CR),Zileuton,Zyflo
Zinacef (Cefuroxime),Zinacef,Cefuroxime
Zinbryta (Daclizumab for Injection),Zinbryta,Daclizumab
"Zinc (Zinc Chloride Injection, USP 1 mg/mL)",Zinc,Zinc
"Zinc Chloride Injection, USP 1 mg/mL (Zinc)",Zinc,Zinc
"Zinc, Copper, Manganese and Chromium Intravenous Solution (Pedtrace)",Zinc,Pedtrace
Zinecard (Dexrazoxane),Zinecard,Dexrazoxane
Zinecard (Dexrazoxane),Zinecard,Dexrazoxane
Zingo (Lidocaine Hydrochloride Monohydrate),Zingo,Lidocaine
Zinplava (Bezlotoxumab Injection),Zinplava,Bezlotoxumab
Zioptan (tafluprost),Zioptan,tafluprost
Ziprasidone (Geodon),Ziprasidone,Geodon
Ziprasidone (Geodon),Ziprasidone,Geodon
Zipsor (Diclofenac Potassium Liquid Filled Capsules),Zipsor,Diclofenac
Zirgan (Ganciclovir Ophthalmic Gel),Zirgan,Ganciclovir
Zirgan (Ganciclovir Ophthalmic Gel),Zirgan,Ganciclovir
"Zithranol Shampoo (Anthralin Microcrystalline-encapsulated System, 1%)",Zithranol,Anthralin
Zithromax (Azithromycin),Zithromax,Azithromycin
Zithromax (Azithromycin),Zithromax,Azithromycin
Zithromax Injection (Azithromycin),Zithromax,Azithromycin
Ziv-Aflibercept Injection for Intravenous Infusion (Zaltrap),Ziv-Aflibercept,Zaltrap
Ziv-Aflibercept Injection for Intravenous Infusion (Zaltrap),Ziv-Aflibercept,Zaltrap
Zmax (Azithromycin),Zmax,Azithromycin
Zmax (Azithromycin),Zmax,Azithromycin
Zn-DTPA (Pentetate Zinc Trisodium Injection),Zn-DTPA,Pentetate
Zocor (Simvastatin),Zocor,Simvastatin
Zocor (Simvastatin),Zocor,Simvastatin
Zoderm (5.75 Benzoyl Peroxide),Zoderm,5
Zoderm (5.75 Benzoyl Peroxide),Zoderm,5
Zofran (Ondansetron Hydrochloride),Zofran,Ondansetron
Zofran (Ondansetron Hydrochloride),Zofran,Ondansetron
Zofran Injection (Ondansetron Hydrochloride Injection),Zofran,Ondansetron
Zofran Injection (Ondansetron Hydrochloride Injection),Zofran,Ondansetron
Zohydro ER (Hydrocodone bitartrate Extended Release Capsules),Zohydro,Hydrocodone
Zoladex 10.8 mg (Goserelin Acetate Implant),Zoladex,Goserelin
Zoladex 10.8 mg (Goserelin Acetate Implant),Zoladex,Goserelin
Zoladex 3.6 (Goserelin Acetate Implant),Zoladex,Goserelin
Zoladex 3.6 (Goserelin Acetate Implant),Zoladex,Goserelin
Zoledronic Acid for Inj (Zometa),Zoledronic,Zometa
Zoledronic Acid for Inj (Zometa),Zoledronic,Zometa
Zoledronic Acid Injection (Reclast),Zoledronic,Reclast
Zoledronic Acid Injection (Reclast),Zoledronic,Reclast
Zolinza (Vorinostat),Zolinza,Vorinostat
Zolinza (Vorinostat),Zolinza,Vorinostat
Zolmitriptan (Zomig),Zolmitriptan,Zomig
Zolmitriptan (Zomig),Zolmitriptan,Zomig
